,name,mileage,price,owners,body,int,ext,vin,engine,tm,drive,fuel,height,length,width,gclear,wheelb,ftrackw,mpg,rtrackw
1255,2018 Alfa Romeo Stelvio,"Base | 9,287 miles","$25,320",1,SUV,Black,Black,ZASFAKAN5J7B68911,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,AWD,Gasoline,"66""","184.6""","74.9""","8.1""","111""","63.5""",22 City / 28 Hwy,"65"""
1256,2019 Buick Enclave,"Essence | 29,766 miles","$25,730",1,SUV,Tan,White,5GAERBKW1KJ187448,3.6L V6 310hp 266ft. lbs.,Automatic,FWD,Gasoline,"69.9""","204.3""","89.3""","7.7""","120.9""","67.3""",18 City / 26 Hwy,"67"""
1257,2018 Subaru Legacy,"2.5i Premium | 34,038 miles","$17,010",2,Sedan,Black,Magnetite Gray Metallic,4S3BNAF6XJ3042400,2.5L H4 175hp 174ft. lbs.,Automatic,AWD,Gasoline,"59""","189.1""","81.3""","5.9""","108.3""","62.2""",25 City / 34 Hwy,"62.8"""
1260,2019 Ford Fusion,"SE | 29,275 miles","$16,300",2,Sedan,Black,Magnetic,3FA6P0HD1KR187366,EcoBoost 1.5L Turbo I4 181hp 185ft. lbs.,Automatic,FWD,Gasoline,"58.1""","191.7""","83.5""",Unavailable,"112.2""","62.7""",23 City / 34 Hwy,"62.4"""
1261,2019 Chevrolet Malibu,"LT | 7,736 miles","$18,900",1,Sedan,Gray,White,1G1ZD5ST9KF205356,Ecotec 1.5L Turbo I4 160hp 184ft. lbs.,Other,FWD,Gasoline,"57.9""","194.2""","73""",Unavailable,"111.4""","62.6""",29 City / 36 Hwy,"62.5"""
1262,2019 Ford Fusion,"SE | 8,234 miles","$17,700",1,Sedan,Black,Blue,3FA6P0HD5KR201754,EcoBoost 1.5L Turbo I4 181hp 185ft. lbs.,Automatic,FWD,Gasoline,"58.1""","191.7""","83.5""",Unavailable,"112.2""","62.7""",23 City / 34 Hwy,"62.4"""
1263,2019 Subaru Outback,"2.5i Premium | 10,609 miles","$26,100",1,SUV,Tan,Wilderness Green Metallic,4S4BSAFC4K3368964,2.5L H4 175hp 174ft. lbs.,Other,AWD,Gasoline,"66.1""","189.9""","81.3""","8.7""","108.1""","61.8""",25 City / 32 Hwy,"62.2"""
1264,2017 Toyota Tacoma,"TRD Off-Road | 32,821 miles","$33,680",1,Pickup Truck,Gray,Black,3TMDZ5BN7HM033986,3.5L V6 278hp 265ft. lbs.,Automatic,4x4,Gasoline,"70.6""","225.5""",Unavailable,"9.4""","140.6""","63""",18 City / 23 Hwy,"63.2"""
1265,2019 Alfa Romeo Giulia,"Ti Sport | 19,086 miles","$32,110",1,Sedan,Red,Silverstone Gray Metallic,ZARFAMBN9K7600782,2.0L Turbo I4 280hp 306ft. lbs.,Automatic,RWD,Gasoline,"56.5""","182.6""","79.7""",Unavailable,"111""","61.3""",24 City / 33 Hwy,"63.9"""
1267,2018 Honda Accord,"EX | 11,625 miles","$24,440",1,Sedan,Black,White,1HGCV1F40JA149181,1.5L Turbo I4 192hp 192ft. lbs.,Other,FWD,Gasoline,"57.1""","192.2""","73.3""",Unavailable,"111.4""","63""",30 City / 38 Hwy,"63.4"""
1268,2017 Ford Edge,"SEL | 33,093 miles","$19,730",3,SUV,Black,Magnetic,2FMPK3J94HBC45316,EcoBoost 2.0L Turbo I4 245hp 275ft. lbs.,Automatic,FWD,Gasoline,"68.6""","188.1""","85.8""","7.9""","112.2""","64.8""",20 City / 29 Hwy,"64.7"""
1270,2018 Jeep Grand Cherokee,"High Altitude | 22,893 miles","$39,010",1,SUV,Black,Billet Silver Metallic Clear Coat,1C4RJFCT1JC325382,HEMI 5.7L V8 360hp 390ft. lbs.,Automatic,4x4,Gasoline,"69.3""","189.8""","84.8""","10.4""","114.8""","63.9""",14 City / 22 Hwy,"64.1"""
1271,2018 Jeep Grand Cherokee,"Laredo E | 29,473 miles","$24,450",1,SUV,Black,Diamond Black Crystal Pearl Coat,1C4RJEAG9JC247031,3.6L V6 295hp 260ft. lbs.,Automatic,RWD,Gasoline,"69.3""","189.8""","84.8""","8.6""","114.8""","63.9""",19 City / 26 Hwy,"64.1"""
1272,2017 Honda Accord,"LX | 33,878 miles","$17,110",2,Sedan,Gray,Lunar Silver Metallic,1HGCR2F37HA169178,2.4L I4 185hp 181ft. lbs.,Other,FWD,Gasoline,"57.7""","192.5""","72.8""",Unavailable,"109.3""","62.8""",27 City / 36 Hwy,"63"""
1273,2018 Jeep Grand Cherokee,"Limited | 45,180 miles","$27,360",1,SUV,Black,Diamond Black Crystal Pearl Coat,1C4RJFBG3JC105732,3.6L V6 295hp 260ft. lbs.,Automatic,4x4,Gasoline,"69.3""","189.8""","84.8""","8.6""","114.8""","63.9""",18 City / 25 Hwy,"64.1"""
1275,2017 Nissan NV200,"SV | 6,119 miles","$19,700",1,Van Minivan,Gray,Fresh Powder,3N6CM0KN8HK697235,2.0L I4 131hp 139ft. lbs.,Other,FWD,Gasoline,"73.7""","186.3""","68.1""","6.5""","115.2""","60""",24 City / 26 Hwy,"59.8"""
1277,2017 Hyundai Santa Fe,"SE Ultimate | 38,660 miles","$26,610",1,SUV,Gray,Iron Frost,KM8SRDHF4HU212303,3.3L V6 290hp 252ft. lbs.,Automatic,AWD,Gasoline,"66.5""","193.1""","74.2""","7.3""","110.2""","64.1""",17 City / 22 Hwy,"64.5"""
1278,2019 Toyota 4Runner,"SR5 | 5,188 miles","$38,130",1,SUV,Black,Grey,JTEBU5JR8K5686913,4.0L V6 270hp 278ft. lbs.,Automatic,4x4,Gasoline,"71.5""","190.2""","75.8""","9.6""","109.8""","63.2""",17 City / 20 Hwy,"63.2"""
1279,2018 Chevrolet Cruze,"LT Auto | 13,828 miles","$15,780",1,Sedan,Black,Cajun Red Tintcoat,1G1BE5SMXJ7236311,1.4L Turbo I4 153hp 177ft. lbs.,Automatic,FWD,Gasoline,"57.4""","183.7""","70.5""",Unavailable,"106.3""","60.8""",29 City / 40 Hwy,"61.3"""
1281,2019 Ford Transit Passenger,"350 XLT | 35,468 miles","$23,900",1,Van Minivan,Gray,Oxford White,1FBZX2YM8KKB05922,3.7L V6 275hp 260ft. lbs.,Automatic,RWD,Gasoline,"82.4""","237.6""","97.4""","6""","147.6""","68.2""",14 City / 18 Hwy,"68.6"""
1282,2019 Chrysler 300,"Limited | 27,882 miles","$22,770",1,Sedan,Black,Velvet Red Pearl Coat,2C3CCAKG5KH649090,Pentastar 3.6L V6 292hp 260ft. lbs.,Automatic,AWD,Gasoline,"59.2""","198.6""","75""","4.8""","120.2""","63.4""",18 City / 27 Hwy,"63.8"""
1283,2018 Honda HR-V,"EX-L w/Navi | 14,576 miles","$21,280",1,Wagon,Black,Aegean Blue Metallic,3CZRU5H72JM703375,1.8L I4 141hp 127ft. lbs.,Automatic,FWD,Gasoline,"63.2""","169.1""","69.8""","6.7""","102.8""","60.4""",28 City / 34 Hwy,"60.6"""
1284,2018 Honda Odyssey,"EX | 30,850 miles","$27,440",1,Van Minivan,Tan,Black,5FNRL6H54JB093884,3.5L V6 280hp 262ft. lbs.,Automatic,FWD,Gasoline,"69.6""","203.2""","92.3""",Unavailable,"118.1""","67.3""",19 City / 28 Hwy,"67.2"""
1286,2017 Honda Civic,"LX | 41,736 miles","$16,370",1,Sedan,Black,Lunar Silver Metallic,2HGFC2F5XHH562044,2.0L I4 158hp 138ft. lbs.,Automatic,FWD,Gasoline,"55.7""","182.3""","70.8""",Unavailable,"106.3""","60.9""",31 City / 40 Hwy,"61.5"""
1287,2012 Ford F-150,"Harley-Davidson | 88,114 miles","$30,200",2,Pickup Truck,Black,White,1FTFW1E64CFC21257,6.2L V8 411hp 434ft. lbs.,Automatic,4x4,Gasoline,"76.4""","231.7""","97""","9""","144.4""","67""",12 City / 16 Hwy,"67"""
1289,2019 Volkswagen e-Golf,"SE | 6,850 miles","$19,980",1,Hatchback,Black,White,WVWKR7AU1KW914590,Electric 134hp 214ft. lbs.,Automatic,FWD,Electric,"57.2""","168.1""","70.8""","5""","103.5""","60.8""",126 City / 111 Hwy,"59.5"""
1292,2013 Toyota RAV4,"Limited | 41,259 miles","$18,040",2,SUV,Gray,Silver,2T3YFREV6DW050655,2.5L I4 176hp 172ft. lbs.,Automatic,FWD,Gasoline,"67.1""","179.9""","72.6""","6.3""","104.7""","61.4""",24 City / 31 Hwy,"61.4"""
1293,2016 BMW 4 Series,"435i Gran Coupe | 36,924 miles","$27,310",2,Sedan,Tan,White,WBA4B1C51GG242402,3.0L Turbo I6 300hp 300ft. lbs.,Automatic,RWD,Gasoline,"54.6""","182.5""","79.4""",Unavailable,"110.6""","60.8""",20 City / 31 Hwy,"62.7"""
1294,2017 Honda Civic,"EX | 18,371 miles","$18,730",1,Sedan,Gray,Modern Steel Metallic,2HGFC2F71HH574732,2.0L I4 158hp 138ft. lbs.,Automatic,FWD,Gasoline,"55.7""","182.3""","70.8""",Unavailable,"106.3""","60.9""",31 City / 40 Hwy,"61.5"""
1296,2019 Kia Forte,"EX | 6,294 miles","$18,240",1,Sedan,Black,Grey,3KPF54AD5KE113974,Nu 2.0L I4 147hp 132ft. lbs.,Automatic,FWD,Gasoline,"56.5""","182.7""","70.9""","5.3""","106.3""","61""",30 City / 40 Hwy,"61.3"""
1298,2019 Volkswagen Atlas,"V6 SE 4Motion | 34,513 miles","$28,510",1,SUV,Black,White,1V2LR2CA8KC575319,3.6L V6 276hp 266ft. lbs.,Automatic,AWD,Gasoline,"70""","198.3""","78.3""","8""","117.3""","67.2""",17 City / 23 Hwy,"67.8"""
1299,2019 GMC Terrain,"SLT | 27,772 miles","$21,350",1,SUV,Gray,Red,3GKALPEV0KL250969,1.5L Turbo I4 170hp 203ft. lbs.,Automatic,FWD,Gasoline,"65.4""","182.3""","72.4""","7.9""","107.3""","62.3""",26 City / 30 Hwy,"62.5"""
1300,2017 Honda Accord,"Sport | 22,353 miles","$19,480",2,Sedan,Black,Modern Steel Metallic,1HGCR2F53HA264712,2.4L I4 189hp 182ft. lbs.,Automatic,FWD,Gasoline,"57.7""","192.5""","72.8""",Unavailable,"109.3""","62.4""",26 City / 34 Hwy,"62.7"""
1303,2016 Toyota Highlander,"XLE | 88,996 miles","$23,920",1,SUV,Tan,White,5TDJKRFH3GS327404,3.5L V6 270hp 248ft. lbs.,Automatic,AWD,Gasoline,"70.1""","191.1""","75.8""","8""","109.8""","64.4""",18 City / 24 Hwy,"64.2"""
1305,2019 Ford Escape,"SEL | 3,607 miles","$22,360",1,SUV,Black,White,1FMCU9HD0KUA06577,EcoBoost 1.5L Turbo I4 179hp 177ft. lbs.,Automatic,4x4,Gasoline,"66.3""","178.1""","81.8""","7.9""","105.9""","61.5""",22 City / 28 Hwy,"61.6"""
1308,2016 Volvo S60,"T5 Drive-E Inscription Platinum | 9,830 miles","$21,050",1,Sedan,Black,Silver,LYV402FM2GB101061,2.0L Turbo I4 240hp 258ft. lbs. ULEV,Automatic,FWD,Gasoline,"58.4""","185.6""","73.4""","5.4""","112.4""","62.1""",25 City / 37 Hwy,"62"""
1309,2019 BMW X3,"sDrive30i | 17,018 miles","$36,010",1,SUV,Black,White,5UXTR7C50KLE96973,2.0L Turbo I4 248hp 258ft. lbs.,Automatic,RWD,Gasoline,"66""","185.9""","84.2""","8""","112.8""","63.8""",23 City / 30 Hwy,"64.4"""
1310,2019 Subaru Impreza,"2.0i | 32,697 miles","$16,000",1,Sedan,White,White,4S3GKAA66K3610732,2.0L H4 152hp 145ft. lbs.,Automatic,AWD,Gasoline,"57.3""","182.1""","79.4""","5.1""","105.1""","60.6""",28 City / 38 Hwy,"60.8"""
1311,2015 Chevrolet Equinox,"L | 49,737 miles","$12,710",1,SUV,Black,Black,2GNALLEK1F1156608,2.4L I4 182hp 172ft. lbs.,Automatic,FWD,Gasoline,"66.3""","187.8""","72.5""","6.9""","112.5""","62.9""",22 City / 32 Hwy,"62.1"""
1312,2018 Honda Civic,"LX | 38,799 miles","$16,930",1,Sedan,Gray,Cosmic Blue Metallic,2HGFC2F52JH526452,2.0L I4 158hp 138ft. lbs.,Automatic,FWD,Gasoline,"55.7""","182.3""","70.8""",Unavailable,"106.3""","60.9""",31 City / 40 Hwy,"61.5"""
1313,2019 Chevrolet Traverse,"RS | 23,221 miles","$36,250",1,SUV,Black,Black,1GNERJKX7KJ118336,2.0L Turbo I4 257hp 295ft. lbs.,Automatic,FWD,Gasoline,"70.7""","204.3""","78.6""",Unavailable,"120.9""","67.3""",20 City / 26 Hwy,"67"""
1315,2019 BMW 4 Series,"430i Gran Coupe | 17,603 miles","$33,980",1,Sedan,Brown,Jet Black,WBA4J1C51KBM18129,2.0L Turbo I4 248hp 258ft. lbs.,Automatic,RWD,Gasoline,"54.7""","182.7""","79.4""","5.1""","110.6""","60.8""",24 City / 34 Hwy,"62.7"""
1317,2019 Mazda CX-9,"Grand Touring | 27,491 miles","$31,520",1,SUV,Black,Soul Red Crystal Metallic,JM3TCADY4K0300970,SKYACTIV-G 2.5L Turbo I4 250hp 310ft. lbs.,Automatic,FWD,Gasoline,"69""","199.4""","77.5""","8.8""","115.3""","65.3""",22 City / 28 Hwy,"65.2"""
1318,2019 Jaguar E-PACE,"P250 S | 21,325 miles","$33,640",2,SUV,Black,White,SADFJ2FX2K1Z42382,Ingenium 2.0L Turbo I4 246hp 269ft. lbs.,Automatic,AWD,Gasoline,"64.9""","173""","82.2""","6.4""","105.6""","63.1""",21 City / 28 Hwy,"62.7"""
1319,2012 Buick Verano,"Convenience Group | 18,795 miles","$11,930",2,Sedan,Gray,Quicksilver Metallic,1G4PR5SK1C4138574,Ecotec 2.4L I4 180hp 171ft. lbs.,Automatic,FWD,Gasoline,"58.1""","183.9""","71.4""",Unavailable,"105.7""","60.3""",21 City / 32 Hwy,"60.7"""
1320,2019 Hyundai Sonata,"SE | 32,027 miles","$16,160",2,Sedan,Black,Quartz White Pearl,5NPE24AF1KH749700,Theta II 2.4L I4 185hp 178ft. lbs. SULEV,Automatic,FWD,Gasoline,"58.1""","191.1""","73.4""","5.3""","110.4""","63.5""",26 City / 35 Hwy,"63.8"""
1321,2015 Toyota RAV4,"XLE | 36,133 miles","$18,910",1,SUV,Gray,Magnetic Gray Metallic,JTMRFREV0FD123054,2.5L I4 176hp 172ft. lbs.,Automatic,AWD,Gasoline,"67.1""","179.9""","72.6""","6.3""","104.7""","61.8""",22 City / 29 Hwy,"61.8"""
1331,2019 GMC Acadia,"SLE-2 | 16,810 miles","$26,100",1,SUV,Gray,Blue,1GKKNLLA4KZ281108,2.5L I4 193hp 188ft. lbs.,Automatic,FWD,Gasoline,"66""","193.6""","75.4""","7.2""","112.5""","64.5""",21 City / 26 Hwy,"64.5"""
1332,2019 Kia Forte,"S | 21,227 miles","$15,940",1,Sedan,Black,Silver,3KPF34AD2KE006547,Nu 2.0L I4 147hp 132ft. lbs.,Automatic,FWD,Gasoline,"56.5""","182.7""","70.9""","5.3""","106.3""","61""",30 City / 40 Hwy,"61.3"""
1333,2017 Genesis G90,"3.3T Premium | 30,323 miles","$35,600",1,Sedan,Black,Caspian Black,KMHG34JAXHU029011,3.3L Twin Turbo V6 365hp 376ft. lbs.,Automatic,RWD,Gasoline,"58.9""","204.9""","75.4""",Unavailable,"124.4""","64.6""",17 City / 24 Hwy,"64.5"""
1334,2020 Hyundai Santa Fe,"Limited 2.0T | 8,173 miles","$34,300",1,SUV,Gray,Machine Gray,5NMS53AA7LH142191,Theta II 2.0L Turbo I4 235hp 260ft. lbs.,Automatic,FWD,Gasoline,"67.1""","187.8""","74.4""","7.3""","108.9""","64.5""",20 City / 27 Hwy,"64.8"""
1337,2019 Dodge Grand Caravan,"SXT | 16,602 miles","$18,110",1,Van Minivan,Black,Billet Clear Coat,2C4RDGCG6KR558165,Pentastar 3.6L Flex Fuel V6 283hp 260ft. lbs.,Automatic,FWD,Flex Fuel,"69""","203.7""","88.5""","5.8""","121.2""","65.6""",12 City / 18 Hwy,"64.8"""
1338,2019 Dodge Grand Caravan,"SXT | 15,354 miles","$18,250",1,Van Minivan,Black,Billet Clear Coat,2C4RDGCG1KR545632,Pentastar 3.6L Flex Fuel V6 283hp 260ft. lbs.,Automatic,FWD,Flex Fuel,"69""","203.7""","88.5""","5.8""","121.2""","65.6""",12 City / 18 Hwy,"64.8"""
1339,2019 Dodge Grand Caravan,"SXT | 15,744 miles","$18,200",1,Van Minivan,Black,Billet Clear Coat,2C4RDGCG8KR558166,Pentastar 3.6L Flex Fuel V6 283hp 260ft. lbs.,Automatic,FWD,Flex Fuel,"69""","203.7""","88.5""","5.8""","121.2""","65.6""",12 City / 18 Hwy,"64.8"""
1340,2019 Dodge Grand Caravan,"SXT | 14,391 miles","$18,340",1,Van Minivan,Black,Billet Clear Coat,2C4RDGCG5KR565138,Pentastar 3.6L Flex Fuel V6 283hp 260ft. lbs.,Automatic,FWD,Flex Fuel,"69""","203.7""","88.5""","5.8""","121.2""","65.6""",12 City / 18 Hwy,"64.8"""
1341,2019 Dodge Grand Caravan,"SXT | 34,739 miles","$16,700",1,Van Minivan,Black,Granite Pearl Coat,2C4RDGCG6KR619921,Pentastar 3.6L Flex Fuel V6 283hp 260ft. lbs.,Automatic,FWD,Flex Fuel,"69""","203.7""","88.5""","5.8""","121.2""","65.6""",12 City / 18 Hwy,"64.8"""
1342,2019 Dodge Grand Caravan,"SXT | 31,119 miles","$16,460",1,Van Minivan,Black,White Knuckle Clear Coat,2C4RDGCG1KR694400,Pentastar 3.6L Flex Fuel V6 283hp 260ft. lbs.,Automatic,FWD,Flex Fuel,"69""","203.7""","88.5""","5.8""","121.2""","65.6""",12 City / 18 Hwy,"64.8"""
1343,2019 Dodge Grand Caravan,"SXT | 32,197 miles","$16,360",1,Van Minivan,Black,Octane Red Pearl Coat,2C4RDGCG3KR755746,Pentastar 3.6L Flex Fuel V6 283hp 260ft. lbs.,Automatic,FWD,Flex Fuel,"69""","203.7""","88.5""","5.8""","121.2""","65.6""",12 City / 18 Hwy,"64.8"""
1344,2019 Dodge Grand Caravan,"SXT | 13,283 miles","$18,960",1,Van Minivan,Black,Granite Pearl Coat,2C4RDGCG6KR656547,Pentastar 3.6L Flex Fuel V6 283hp 260ft. lbs.,Automatic,FWD,Flex Fuel,"69""","203.7""","88.5""","5.8""","121.2""","65.6""",12 City / 18 Hwy,"64.8"""
1345,2019 Dodge Grand Caravan,"SXT | 31,261 miles","$16,800",1,Van Minivan,Black,White Knuckle Clear Coat,2C4RDGCG0KR740170,Pentastar 3.6L Flex Fuel V6 283hp 260ft. lbs.,Automatic,FWD,Flex Fuel,"69""","203.7""","88.5""","5.8""","121.2""","65.6""",12 City / 18 Hwy,"64.8"""
1346,2019 Nissan Rogue Sport,"S | 35,429 miles","$15,880",1,SUV,Black,Gun Metallic,JN1BJ1CP3KW521303,2.0L I4 141hp 147ft. lbs.,Automatic,FWD,Gasoline,Unavailable,"172.4""","72.3""","7.4""","104.2""","62.4""",25 City / 32 Hwy,"62.2"""
1348,2019 Volkswagen Atlas,"V6 SE 4Motion | 35,793 miles","$31,860",1,SUV,Black,Grey,1V2UR2CAXKC571583,3.6L V6 276hp 266ft. lbs.,Automatic,AWD,Gasoline,"70""","198.3""","78.3""","8""","117.3""","67.2""",17 City / 23 Hwy,"67.8"""
1349,2019 Volkswagen Atlas,"V6 SE 4Motion | 31,759 miles","$32,340",1,SUV,Black,Silver,1V2UR2CA6KC571371,3.6L V6 276hp 266ft. lbs.,Automatic,AWD,Gasoline,"70""","198.3""","78.3""","8""","117.3""","67.2""",17 City / 23 Hwy,"67.8"""
1350,2019 Volkswagen Atlas,"V6 SE 4Motion | 33,332 miles","$31,860",1,SUV,Black,Reflex Silver Metallic,1V2UR2CA8KC563742,3.6L V6 276hp 266ft. lbs.,Automatic,AWD,Gasoline,"70""","198.3""","78.3""","8""","117.3""","67.2""",17 City / 23 Hwy,"67.8"""
1351,2019 Toyota 4Runner,"TRD Off-Road Premium | 24,349 miles","$41,980",2,SUV,Black,Grey,JTEBU5JR5K5674430,4.0L V6 270hp 278ft. lbs.,Automatic,4x4,Gasoline,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,17 City / 20 Hwy,Unavailable
1352,2017 Honda Pilot,"EX-L w/Honda Sensing | 33,963 miles","$28,020",1,SUV,Gray,Modern Steel Metallic,5FNYF5H69HB012958,3.5L V6 280hp 262ft. lbs.,Automatic,FWD,Gasoline,"69.8""","194.5""","78.6""","7.3""","111""","66.3""",19 City / 27 Hwy,"66.3"""
1354,2019 Kia Sorento,"LX V6 | 42,712 miles","$20,380",2,SUV,Black,Grey,5XYPGDA53KG472931,3.3L V6 290hp 252ft. lbs.,Automatic,AWD,Gasoline,"66.5""","189""","74.4""","7.3""","109.4""","64.3""",19 City / 24 Hwy,"64.7"""
1355,2019 Honda Accord,"Sport | 10,844 miles","$27,990",1,Sedan,Black,Lunar Silver Metallic,1HGCV2F36KA034261,2.0L Turbo I4 252hp 273ft. lbs.,Automatic,FWD,Gasoline,"57.1""","192.2""","73.3""",Unavailable,"111.4""","62.6""",22 City / 32 Hwy,"63.1"""
1356,2017 Honda Civic,"LX | 12,978 miles","$17,050",1,Sedan,Gray,Cosmic Blue Metallic,2HGFC2F52HH506888,2.0L I4 158hp 138ft. lbs.,Automatic,FWD,Gasoline,"55.7""","182.3""","70.8""",Unavailable,"106.3""","60.9""",31 City / 40 Hwy,"61.5"""
1357,2019 Volkswagen Tiguan,"SE | 32,165 miles","$23,560",3,SUV,Black,Grey,3VV3B7AXXKM081795,2.0L Turbo I4 184hp 221ft. lbs.,Automatic,FWD,Gasoline,"66.3""","185.1""","72.4""","7.9""","109.8""","62.2""",22 City / 29 Hwy,"61.8"""
1358,2014 GMC Terrain,"SLE-1 | 74,462 miles","$12,830",3,SUV,Gray,Blue,2GKALMEK3E6337892,Ecotec 2.4L I4 182hp 172ft. lbs.,Automatic,AWD,Gasoline,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,22 City / 32 Hwy,Unavailable
1359,2019 Honda Accord,"EX | 11,109 miles","$25,850",1,Sedan,Black,Silver,1HGCV1F44KA049389,1.5L Turbo I4 192hp 192ft. lbs.,Automatic,FWD,Gasoline,"57.1""","192.2""","73.3""",Unavailable,"111.4""","63""",30 City / 38 Hwy,"63.4"""
1360,2019 Ford Explorer,"Limited | 35,697 miles","$27,940",1,SUV,Black,Silver,1FM5K7F80KGB17055,3.5L V6 290hp 255ft. lbs.,Automatic,FWD,Gasoline,"70""","198.3""","90.2""","7.8""","112.8""","67""",17 City / 24 Hwy,"67"""
1361,2019 Volvo XC90,"T6 Momentum | 33,057 miles","$39,210",1,SUV,Tan,Blue,YV4A22PK8K1417135,2.0L Twincharged I4 316hp 295ft. lbs.,Automatic,AWD,Gasoline,"69.9""","194.9""","84.3""","9.4""","117.5""","65.6""",19 City / 26 Hwy,"65.6"""
1362,2019 Volkswagen Atlas,"V6 SE 4Motion | 40,826 miles","$27,940",1,SUV,Black,Pure White,1V2LR2CA8KC574512,3.6L V6 276hp 266ft. lbs.,Automatic,AWD,Gasoline,"70""","198.3""","78.3""","8""","117.3""","67.2""",17 City / 23 Hwy,"67.8"""
1364,2019 Jeep Compass,"Limited | 31,630 miles","$18,570",1,SUV,Black,White,3C4NJCCB9KT659878,Tigershark 2.4L I4 180hp 175ft. lbs.,Automatic,FWD,Gasoline,"64.8""","173""","80""","8.2""","103.8""","60.7""",22 City / 31 Hwy,"60.3"""
1366,2019 Buick Enclave,"Essence | 28,799 miles","$26,870",1,SUV,Black,Quicksilver Metallic,5GAERBKW1KJ192844,3.6L V6 310hp 266ft. lbs.,Automatic,FWD,Gasoline,"69.9""","204.3""","89.3""","7.7""","120.9""","67.3""",18 City / 26 Hwy,"67"""
1367,2019 Acura MDX,"Base | 10,414 miles","$38,280",1,SUV,Black,Modern Steel Metallic,5J8YD3H37KL013015,3.5L V6 290hp 267ft. lbs.,Automatic,FWD,Gasoline,"67.4""","196.2""","77.7""","7.3""","111""","66.3""",20 City / 27 Hwy,"66.3"""
1368,2017 Kia Sorento,"LX V6 | 81,719 miles","$15,930",2,SUV,Black,Silver,5XYPG4A57HG218387,3.3L V6 290hp 252ft. lbs.,Automatic,FWD,Gasoline,"66.5""","187.4""","74.4""","7.3""","109.4""","64.3""",18 City / 25 Hwy,"64.7"""
1369,2019 Hyundai Tucson,"SE | 15,217 miles","$17,760",1,SUV,Gray,Coliseum Gray,KM8J23A43KU888722,2.0L I4 164hp 151ft. lbs.,Automatic,FWD,Gasoline,"64.8""","176.4""","72.8""","6.4""","105.1""","63.3""",23 City / 30 Hwy,"63.8"""
1370,2019 Hyundai Tucson,"SE | 16,322 miles","$17,650",1,SUV,Gray,Coliseum Gray,KM8J23A47KU865248,2.0L I4 164hp 151ft. lbs.,Automatic,FWD,Gasoline,"64.8""","176.4""","72.8""","6.4""","105.1""","63.3""",23 City / 30 Hwy,"63.8"""
1371,2019 Hyundai Tucson,"SE | 16,241 miles","$17,650",1,SUV,Tan,Dazzling White,KM8J23A40KU888841,2.0L I4 164hp 151ft. lbs.,Automatic,FWD,Gasoline,"64.8""","176.4""","72.8""","6.4""","105.1""","63.3""",23 City / 30 Hwy,"63.8"""
1372,2019 Hyundai Tucson,"SE | 17,660 miles","$17,530",1,SUV,Gray,Coliseum Gray,KM8J23A49KU863565,2.0L I4 164hp 151ft. lbs.,Automatic,FWD,Gasoline,"64.8""","176.4""","72.8""","6.4""","105.1""","63.3""",23 City / 30 Hwy,"63.8"""
1373,2019 Hyundai Tucson,"SE | 16,513 miles","$17,810",1,SUV,Gray,White Pearl,KM8J23A48KU871821,2.0L I4 164hp 151ft. lbs.,Automatic,FWD,Gasoline,"64.8""","176.4""","72.8""","6.4""","105.1""","63.3""",23 City / 30 Hwy,"63.8"""
1374,2019 Hyundai Kona,"SE | 15,570 miles","$16,890",1,SUV,Black,Surf Blue,KM8K12AA0KU229729,Nu 2.0L I4 147hp 132ft. lbs.,Automatic,FWD,Gasoline,"61""","164""","70.9""","6.7""","102.4""","62""",27 City / 33 Hwy,"62.4"""
1375,2019 Hyundai Kona,"SE | 14,460 miles","$16,890",1,SUV,Gray,Surf Blue,KM8K12AA1KU229867,Nu 2.0L I4 147hp 132ft. lbs.,Automatic,FWD,Gasoline,"61""","164""","70.9""","6.7""","102.4""","62""",27 City / 33 Hwy,"62.4"""
1376,2019 Hyundai Kona,"SE | 16,124 miles","$16,960",1,SUV,Black,Surf Blue,KM8K12AA4KU229751,Nu 2.0L I4 147hp 132ft. lbs.,Automatic,FWD,Gasoline,"61""","164""","70.9""","6.7""","102.4""","62""",27 City / 33 Hwy,"62.4"""
1377,2019 Hyundai Kona,"SE | 14,838 miles","$17,060",1,SUV,Black,Pulse Red,KM8K12AA6KU222297,Nu 2.0L I4 147hp 132ft. lbs.,Automatic,FWD,Gasoline,"61""","164""","70.9""","6.7""","102.4""","62""",27 City / 33 Hwy,"62.4"""
1388,2017 Honda Civic,"LX | 37,516 miles","$16,240",2,Sedan,White,Taffeta White,2HGFC2F56HH513908,2.0L I4 158hp 138ft. lbs.,Automatic,FWD,Gasoline,"55.7""","182.3""","70.8""",Unavailable,"106.3""","60.9""",31 City / 40 Hwy,"61.5"""
1390,2018 GMC Yukon,"SLT | 17,965 miles","$46,040",1,SUV,Tan,Grey,1GKS2BKC8JR383984,EcoTec3 5.3L V8 355hp 383ft. lbs.,Automatic,4x4,Gasoline,"74.4""","203.9""","80.5""","8""","116""","68.7""",16 City / 22 Hwy,"68.7"""
